"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod produktu";"Kod kreskowy EAN-13 lub JAN";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"5";"czarny";"XXM";"CHAPSY ROMA CZ XXM";"5901646945876"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"0";"czarny";"XXS";"CHAPSY ROMA CZ XXS";"5901646945883"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"3";"czarny";"XXXL";"CHAPSY ROMA CZ XXXL";"5901646945890"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"1";"czarny";"XXXM";"CHAPSY ROMA CZ XXXM";"5901646945906"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"0";"czarny";"XXXS";"CHAPSY ROMA CZ XXXS";"5901646945913"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"0";"czarny";"XXXXS";"CHAPSY ROMA CZ XXXXS";"5901646945920"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"1";"czarny";"LXXXX";"CHAPSY ROMA CZ LXXXX";"5901646945777"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"1";"czarny";"03-37/33";"CHAPSY ROMA CZ 37/33 03";"5901646945715"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"6";"czarny";"04-37/35";"CHAPSY ROMA CZ 37/35 04";"5901646945722"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"2";"czarny";"05-37/37";"CHAPSY ROMA CZ 37/37 05";"5901646945739"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"2";"czarny";"02-37/31";"CHAPSY ROMA CZ 37/31 02";"5901646945708"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"1";"czarny";"01-37/29";"CHAPSY ROMA CZ 37/29 01";"5901646945692"
"155";"Chapsy Roma Hippica czarne";"CHAPSY ROMA CZ L";"5901646944510";"0";"czarny";"34/31";"CHAPSY ROMA CZ 34/31";"5901646951983"
"156";"Chapsy Windsor Hippica czarne";"CHAPSY WINDSOR CZ L";"5901646945951";"1";"czarny";"L";"CHAPSY WINDSOR CZ L";"5901646945951"
"156";"Chapsy Windsor Hippica czarne";"CHAPSY WINDSOR CZ L";"5901646945951";"0";"czarny";"SXXX";"CHAPSY WINDSOR CZ SXXX";"5901646945968"
"166";"Czapka Pikeur NG & j.fioletowa";"00944-MUTZE 1394-57";"4055377346462";"1";"";"";"";""
"169";"Czapka termoaktywna Galla różowa";"0004154 RÓŻ";"5901646927179";"1";"różowy";"";"0004154 RÓŻ";"5901646927179"
"169";"Czapka termoaktywna Galla różowa";"0004154 RÓŻ";"5901646927179";"1";"różowy";"";"0004154 RÓŻ";"5901646927179"
"170";"Czapka uszatka Horze biała";"31048-WH-M";"6438076378954";"1";"biały";"M";"31048-WH-M";"6438076378954"
"170";"Czapka uszatka Horze biała";"31048-WH-M";"6438076378954";"0";"biały";"S";"31048-WH-S";"6438076378961"
"172";"Czapka uszatka Pikeur brązowa";"00957-FLIEGERMUTZE 1761-55";"4047182549589";"1";"brązowy";"55-57";"00957-FLIEGERMUTZE 1761-55";"4047182549589"
"172";"Czapka uszatka Pikeur brązowa";"00957-FLIEGERMUTZE 1761-55";"4047182549589";"1";"brązowy";"55-57";"00957-FLIEGERMUTZE 1761-55";"4047182549589"
"173";"Czapka uszatka Pikeur ecru";"00958-FLIEGERMUTZE 1760-55";"4047182553159";"1";"ecru";"55-57";"00958-FLIEGERMUTZE 1760-55";"4047182553159"
"173";"Czapka uszatka Pikeur ecru";"00958-FLIEGERMUTZE 1760-55";"4047182553159";"1";"ecru";"55-57";"00958-FLIEGERMUTZE 1760-55";"4047182553159"
"174";"Czapsy dziecięce Flex czarne";"2140";"4043969355510";"0";"czarny";"KL";"2140";"4043969355510"
"174";"Czapsy dziecięce Flex czarne";"2140";"4043969355510";"1";"czarny";"KM";"2140201-KM";"4043969355527"
"174";"Czapsy dziecięce Flex czarne";"2140";"4043969355510";"1";"czarny";"KS";"2140501-KS";"4043969355534"
"175";"Czapsy Elastic Glamour czarne";"2140601-M";"4057962005549";"1";"czarny";"M";"2140601-M";"4057962005549"
"182";"Czapsy HKM Special czarne";"62239195.041";"4000315620654";"1";"czarny";"XS";"62239195.0677";"4000315620685"
"182";"Czapsy HKM Special czarne";"62239195.041";"4000315620654";"3";"czarny";"8";"62239195.041";"4000315620654"
"186";"Frak damski Pikeur Davita czarny";"DAVITA 525-38";"4055377167500";"0";"czarny";"38";"DAVITA 525-38";"4055377167500"
"186";"Frak damski Pikeur Davita czarny";"DAVITA 525-38";"4055377167500";"1";"czarny";"40";"DAVITA 525-40";"4055377168941"
"187";"Frak damski Pikeur Galdina granatowy";"02181-GALDINA 434-36";"4055377169016";"1";"granatowy";"36";"02181-GALDINA 434-36";"4055377169016"
"187";"Frak damski Pikeur Galdina granatowy";"02181-GALDINA 434-36";"4055377169016";"1";"granatowy";"38";"02182-GALDINA 434-38";"4055377101641"
"188";"Frak damski Pikeur Radina czarny";"02183-RADINA 525-36";"4047182797928";"1";"czarny";"36";"02183-RADINA 525-36";"4047182797928"
"188";"Frak damski Pikeur Radina czarny";"02183-RADINA 525-36";"4047182797928";"0";"czarny";"38";"02184-RADINA 525-38";"4047182797935"
"198";"Frak Horze młodzieżowy czarny";"33035-BL-128";"6438076209548";"1";"czarny";"128";"33035-BL-128";"6438076209548"
"199";"Frak Kerbl- Covalliero Corrada granatowy";"3284d";"4018653916995";"0";"granatowy";"140-146";"3284d";"4018653916995"
"199";"Frak Kerbl- Covalliero Corrada granatowy";"3284d";"4018653916995";"1";"granatowy";"152-158";"328489-152/158";"4018653917008"
"203";"Frak Pikeur Gaston II softshell granatowy";"02224-GASTON II 459-48";"4047182542399";"1";"granatowy";"48";"02224-GASTON II 459-48";"4047182542399"
"203";"Frak Pikeur Gaston II softshell granatowy";"02224-GASTON II 459-48";"4047182542399";"1";"granatowy";"50";"02225-GASTON II 459/50";"4047182542405"
"204";"Frak Pikeur Ghia II softshell granatowy";"02226-GHIA II 459-36";"5901646945944";"1";"granatowy";"36";"02226-GHIA II 459-36";"5901646945944"
"205";"Frak Pikeur Gitana czarny";"02227-GITANA 2807-36";"4055377301171";"1";"czarny";"36";"02227-GITANA 2807-36";"4055377301171"
"205";"Frak Pikeur Gitana czarny";"02227-GITANA 2807-36";"4055377301171";"0";"czarny";"38";"02228-GITANA 2807-38";"4055377301188"
"206";"Frak Pikeur Gotha softshell czarny";"02229-GOTHA 435-36";"4047182695415";"1";"czarny";"36";"02229-GOTHA 435-36";"4047182695415"
"207";"Frak Pikeur Grasco softshell czarny";"02230-GRASCO 435-52";"4047182697099";"1";"czarny";"52";"02230-GRASCO 435-52";"4047182697099"
"212";"Frak Pikeur Sarissa II czarny";"02240-SARISSA II 2807-34";"4055377163977";"1";"czarny";"34";"02240-SARISSA II 2807-34";"4055377163977"
"213";"Frak Pikeur Sarissa II granatowy";"02241-SARISSA II 2824-36";"4055377164134";"1";"granatowy";"36";"02241-SARISSA II 2824-36";"4055377164134"
"213";"Frak Pikeur Sarissa II granatowy";"02241-SARISSA II 2824-36";"4055377164134";"1";"granatowy";"38";"02242-SARISSA II 2824-38";"4055377164141"
"213";"Frak Pikeur Sarissa II granatowy";"02241-SARISSA II 2824-36";"4055377164134";"1";"granatowy";"72";"02243-SARISSA II 2824-72";"4055377164202"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02558-SICH.WESTE H.1003-L";"4047182359256";"0";"";"L";"02558-SICH.WESTE H.1003-L";"4047182359256"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02558-SICH.WESTE H.1003-L";"4047182359256";"0";"";"M";"02559-SICH.WESTE H.1003-M";"4047182301958"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02558-SICH.WESTE H.1003-L";"4047182359256";"1";"";"S";"02560-SICH.WESTE H.1003-S";"4047182356866"
"221";"Kamizelka bezpieczeństwa Pikeur młodzieżowa";"02562-SICH.WESTE K.1003-M";"5901646943025";"1";"";"M";"02562-SICH.WESTE K.1003-M";"5901646943025"
"228";"Kask Casco Mistrall-2 Floral czarny w kwiaty";"06.4041.S";"4031381046734";"2";"czarny w kwiaty";"XS-S 50-54 cm";"06.4041.S";"4031381046734"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.M";"4031381046697";"0";"czarny mat";"S-M 55-57 cm";"06.4042.M";"4031381046697"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.M";"4031381046697";"2";"czarny mat";"XS-S 50-54 cm";"06.4042.S";"4031381046703"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.M";"4031381046697";"2";"czarny mat";"M-L 58-60 cm";"06.4042.L";"4031381046680"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.M";"4031381046697";"0";"czarny mat";"L-XL 60-63 cm";"06.4042.XL";"4031381405517"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.M";"4031381046789";"0";"brązowy";"S-M 55-57 cm";"06.4043.M";"4031381046789"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.M";"4031381046789";"2";"brązowy";"XS-S 50-54 cm";"06.4043.S";"4031381046796"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.M";"4031381046789";"1";"brązowy";"M-L 58-60 cm";"06.4043.L";"4031381046772"
"239";"Kask FP Lancer granatowy";"05113211200-M";"5901845345187";"0";"granatowy";"M 54-56 cm";"05113211200-M";"5901845345187"
"239";"Kask FP Lancer granatowy";"05113211200-M";"5901845345187";"1";"granatowy";"S 50-53 cm";"05113211200-S";"5901845345170"
"239";"Kask FP Lancer granatowy";"05113211200-M";"5901845345187";"0";"granatowy";"L 57-58 cm";"05113211200-L";"5901845345194"
"245";"Kask HKM Croco czarny";"88139100.14";"4057052090820";"1";"czarny";"54-56 cm";"88139100.14";"4057052090820"
"245";"Kask HKM Croco czarny";"88139100.14";"4057052090820";"0";"czarny";"56-58 cm";"88139100.1401";"4057052090837"
"246";"Kask HKM York Flock czarny";"89299100.1533";"4057052104930";"2";"czarny";"53-55 cm";"89299100.1533";"4057052104930"
"246";"Kask HKM York Flock czarny";"89299100.1533";"4057052104930";"0";"czarny";"56-58 cm";"89299100.1401";"4057052104947"
"246";"Kask HKM York Flock czarny";"89299100.1533";"4057052104930";"0";"czarny";"59-61 cm";"89299100.1402";"4057052104954"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR52-54";"6438076712253";"1";"brązowy";"52-54";"30047CBR/CBR52-54";"6438076712253"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR52-54";"6438076712253";"0";"brązowy";"54-56";"30047CBR/CBR54-56";"6438076712260"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR52-54";"6438076712253";"0";"brązowy";"56-58";"30047CBR/CBR56-58";"6438076712277"
"251";"Kask Horze Triton czarny";"30047BL/BL52-54";"6438076712215";"0";"czarny";"52-54";"30047BL/BL52-54";"6438076712215"
"251";"Kask Horze Triton czarny";"30047BL/BL52-54";"6438076712215";"0";"czarny";"54-56";"30047BL/BL54-56";"6438076712222"
"251";"Kask Horze Triton czarny";"30047BL/BL52-54";"6438076712215";"1";"czarny";"59-61";"30047BL/BL59-61";"6438076712246"
"251";"Kask Horze Triton czarny";"30047BL/BL52-54";"6438076712215";"0";"czarny";"56-58";"30047BL/BL56-58";"6438076712239"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB52-54";"6438076712338";"1";"granatowy";"52-54";"30047PDB/PDB52-54";"6438076712338"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB52-54";"6438076712338";"0";"granatowy";"59-61";"30047PDB/PDB59-61";"6438076712369"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB52-54";"6438076712338";"0";"granatowy";"54-56";"30047PDB/PDB54-56";"6438076712345"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB52-54";"6438076712338";"0";"granatowy";"56-58";"30047PDB/PDB56-58";"6438076712352"
"254";"Kask Kerbl- Covalliero Nerron czarny";"32298";"4018653322987";"0";"czarny";"51-54 cm";"32298";"4018653322987"
"254";"Kask Kerbl- Covalliero Nerron czarny";"32298";"4018653322987";"2";"czarny";"55-59 cm";"32299";"4018653322994"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-L";"5414774125763";"0";"czarny";"L";"105322010100-L";"5414774125763"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-L";"5414774125763";"0";"czarny";"M";"105322010100-M";"5414774125794"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-L";"5414774125763";"2";"czarny";"S";"105322010100-S";"5414774107875"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-L";"5414774125770";"3";"granatowy";"L";"105322120100-L";"5414774125770"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-L";"5414774125770";"1";"granatowy";"S";"105322120100-S";"5414774125831"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-L";"5414774125770";"0";"granatowy";"M";"105322120100-M";"5414774125800"
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"4047182752125";"0";"czarny";"56";"03240-PRO SAFE CLASSIC-56";"4047182752125"
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"4047182752125";"0";"czarny";"57";"03241-PRO SAFE CLASSIC-57";"4047182752132"
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"4047182752125";"1";"czarny";"58";"03242-PRO SAFE CLASSIC-58";"4047182752149"
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"4047182752125";"1";"czarny";"59";"03243-PRO SAFE CLASSIC-59";"4047182752156"
"258";"Kask Pikeur Pro Safe Excellence czarny";"pro";"4047182751999";"0";"czarny";"56";"pro";"4047182751999"
"258";"Kask Pikeur Pro Safe Excellence czarny";"pro";"4047182751999";"0";"czarny";"58";"03245-PRO SAFE EXCELL-58";"4047182752019"
"258";"Kask Pikeur Pro Safe Excellence czarny";"pro";"4047182751999";"1";"czarny";"59";"03246-PRO SAFE EXCELL-59";"4047182752026"
"260";"Kask Samshield Shadowmatt granatowy";"03250-12346-M";"3125659667309";"3";"granatowy";"M";"03250-12346-M";"3125659667309"
"260";"Kask Samshield Shadowmatt granatowy";"03250-12346-M";"3125659667309";"4";"granatowy";"S";"03251-12350-S";"3125659667293"
"260";"Kask Samshield Shadowmatt granatowy";"03250-12346-M";"3125659667309";"0";"granatowy";"L";"03251-12350-L";""
"268";"Kominiarka Horze czarna";"31036BL";"6438076141480";"10";"czarny";"";"31036BL";"6438076141480"
"269";"Kominiarka Horze z dzianiny czarna";"31035";"6438076054445";"3";"czarny";"";"31035";"6438076054445"
"273";"Koszula turniejowa Pikeur szara";"03359-H-HEMD 703-39";"4041362990277";"1";"szary";"39";"03359-H-HEMD 703-39";"4041362990277"
"273";"Koszula turniejowa Pikeur szara";"03359-H-HEMD 703-39";"4041362990277";"1";"szary";"43";"03387-H-HEMD 703-43";"4041362990314"
"275";"Koszula turn. męska Steve biała, steve shirt";"03364-2011-00005 XL";"4047791048626";"1";"biały";"XL";"03364-2011-00005 XL";"4047791048626"
"280";"Koszula turniejowa Pikeur kratka czarna";"03380-H-HEMD 714-43";"4047182490379";"1";"czarny";"43";"03380-H-HEMD 714-43";"4047182490379"
"282";"Koszulka turniejowa Pikeur";"03393-H-HEMD 700-39";"4041362635130";"1";"biały";"39";"03393-H-HEMD 700-39";"4041362635130"
"283";"Krawat biały";"217802";"4057962005082";"3";"biały";"";"217802";"4057962005082"
"288";"Kurtka Kingsland Bomber Classic";"03448-KLC-OW-300";"7071325116618";"1";"granatowy";"S";"03448-KLC-OW-300";"7071325116618"
"292";"Kurtka Pikeur Lucia czerwona";"03463-LUCIA 2600-34";"4055377516711";"1";"czerwony";"34";"03463-LUCIA 2600-34";"4055377516711"
"294";"Kurtka Pikeur Marleen szara";"03465-MARLEEN 4716-36";"4055377478972";"1";"szary";"36";"03465-MARLEEN 4716-36";"4055377478972"
"295";"Kurtka Pikeur Marleen czarna";"03466-MARLEEN 4713-72";"4055377338603";"1";"czarny";"72";"03466-MARLEEN 4713-72";"4055377338603"
"296";"Kurtka Pikeur Stina beżowa";"03469-STINA 1113-34";"4055377338177";"1";"beżowy";"34";"03469-STINA 1113-34";"4055377338177"
"296";"Kurtka Pikeur Stina beżowa";"03469-STINA 1113-34";"4055377338177";"0";"beżowy";"36";"03470-STINA 1113-36";"4055377338184"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.047500000001";"4000315148295";"5";"bezbarwny";"164";"8242.0488";"4000315148301"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.047500000001";"4000315148295";"2";"bezbarwny";"176";"8242.0502";"4000315148318"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.047500000001";"4000315148295";"1";"bezbarwny";"140";"8242.045899999999";"4000315148288"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.047500000001";"4000315148295";"2";"bezbarwny";"152";"8242.047500000001";"4000315148295"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"4";"bezbarwny";"L";"8242.0592";"4000315148356"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"9";"bezbarwny";"M";"8242.0609";"4000315148349"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"3";"bezbarwny";"XS";"8242.067499999999";"4000315148325"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"6";"bezbarwny";"S";"8242.063";"4000315148332"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"2";"bezbarwny";"XL";"8242.066199999999";"4000315148363"
"304";"Kurtka z kapturem męska Pikeur Eragon szara";"03493-ERAGON 1632-M";"4055377239696";"1";"szary";"M";"03493-ERAGON 1632-M";"4055377239696"
"305";"Bluza z kapturem Pikeur Fynn granatowa";"03494-FYNN 2617-L";"4055377348480";"0";"granatowy";"L";"03494-FYNN 2617-L";"4055377348480"
"305";"Bluza z kapturem Pikeur Fynn granatowa";"03494-FYNN 2617-L";"4055377348480";"1";"granatowy";"M";"03495-FYNN 2617-M";"4055377348473"
"307";"Kurtka z kapturem Pikeur parka antracytowa";"03497-AIKA 2709-36";"4055377237166";"1";"antracytowy";"36";"03497-AIKA 2709-36";"4055377237166"
"310";"Kurtyna na boks Eskadron czarna";"361000 400 290 / STÜCK";"4047182349455";"2";"czarny";"";"361000 400 290 / STÜCK";"4047182349455"
"314";"Numery startowe Horze";"29030BL/WH8";"6438076181288";"33";"";"";"";""
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KL";"4043969356692";"22";"czarny";"KL";"2148601-KL";"4043969356692"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KL";"4043969356692";"34";"czarny";"KM";"2148601-KM";"4043969356708"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KL";"4043969356692";"18";"czarny";"KS";"2148601-KS";"4043969356715"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KL";"4043969356692";"21";"czarny";"KXL";"2148601-KXL";"4043969356722"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EL";"4043969356654";"15";"czarny";"L";"2148601-EL";"4043969356654"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EL";"4043969356654";"17";"czarny";"M";"2148601-EM";"4043969356661"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EL";"4043969356654";"1";"czarny";"S";"2148601-ES";"4043969356678"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EL";"4043969356654";"6";"czarny";"XL";"2148601-EXL";"4043969356685"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"1";"czarny";"35-37";"203701";"4043969010068"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"1";"czarny";"37-38,5";"203702";"4043969010075"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"0";"czarny";"39-40";"203703";"4043969010082"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"0";"czarny";"41-43";"203704";"4043969010099"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"1";"czarny";"43,5-45";"203705";"4043969010105"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12824-L";"5901646924352";"0";"czarny";"L";"12824-L";"5901646924352"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12824-L";"5901646924352";"1";"czarny";"M";"12823-M";"5901646924376"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12824-L";"5901646924352";"1";"czarny";"S";"12822-S";"5901646924369"
"323";"Oficerki HKM Valencia brązowe";"39942400.0522";"4000315765690";"1";"brązowy";"38";"39942400.0522";"4000315765690"
"323";"Oficerki HKM Valencia brązowe";"39942400.0522";"4000315765690";"1";"brązowy";"37";"39942400.0562";"4000315765683"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"3";"czarny";"36";"39949100.0517";"4000315670710"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"0";"czarny";"37";"39949100.0062";"4000315670727"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"1";"czarny";"38";"39949100.0522";"4000315670734"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"1";"czarny";"39";"39949100.0065";"4000315670741"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"0";"czarny";"41";"39949100-41";"4000315670765"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"1";"czarny";"40";"39949100.0528";"4000315670758"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"0";"czarny";"37";"100379100.0062-37";"4057052213953"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"1";"czarny";"38";"100379100.0522-38";"4057052213960"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"1";"czarny";"38";"44179100.0522";"4000315694631"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"1";"";"32";"326632";"4018653011447"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"1";"";"45";"326645-45";"4018653011591"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"33";"326633-33";"4018653011454"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"35";"326635-35";"4018653011492"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"41";"326641-41";"4018653011553"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"42";"326642-42";""
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"43";"326643-43";"4018653011577"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"0";"";"39";"326639-39";""
"329";"Opaska na głowę Pikeur brązowa";"04926-STIRNBAND 1476-55";"4047182727512";"2";"brązowy";"55";"04926-STIRNBAND 1476-55";"4047182727512"
"329";"Opaska na głowę Pikeur brązowa";"04926-STIRNBAND 1476-55";"4047182727512";"3";"brązowy";"57";"04927-STIRNBAND 1476-57";"4047182727529"
"334";"Ostrogi gumowane z paskiem nylonowym Waldhausen damskie";"6266120";"4043969206171";"2";"";"20 mm";"6266120";"4043969206171"
"334";"Ostrogi gumowane z paskiem nylonowym Waldhausen damskie";"6266120";"4043969206171";"4";"";"30 mm";"6266130";"4043969206188"
"338";"Ostrogi damskie York";"270215-15";"5901157745774";"2";"";"15 mm";"270215-15";"5901157745774"
"338";"Ostrogi damskie York";"270215-15";"5901157745774";"3";"";"20 mm";"270220-20";"5901157745781"
